,id_desa,nama_desa,kode_desa,id_kecamatan,nama_kecamatan,id_kota,nama_kota,geom,ASN_PNS,BELUM_KAWI,BELUM_TIDA,BUDHA,CERAI_HIDU,CERAI_MATI,HINDU,ISLAM,JUMLAH_KK,JUMLAH_PEN,KATHOLIK,KAWIN,KEAGAMAAN,KEPERCAYAAN,KESEHATAN,KONGHUCU,KRISTEN,NELAYAN,PELAJAR,PENDIDIKAN,PENSIUNAN,PERTANIAN,PRIA,U0,U10,U15,U20,U25,U30,U35,U40,U45,U5,U50,U55,U60,U65,U70,U75,WANITA,WIRASWASTA
0,224374,KEBON BAWANG,3172021005,22244,TANJUNG PRIOK,2146,JAKARTA UTARA,"MULTIPOLYGON (((106.8931999985308 -6.111400001066901, 106.8931999985308 -6.1116999981298905, 106.8931999985308 -6.111800000110245, 106.8931999985308 -6.112000000417412, 106.8931000007683 -6.112100001441781, 106.8931000007683 -6.1125000017532125, 106.8931000007683 -6.112799998191261, 106.8931000007683 -6.112899999963276, 106.8931000007683 -6.113000001716336, 106.8931000007683 -6.113200000669846, 106.8931000007683 -6.1134999994076775, 106.8931000007683 -6.113600001047102, 106.8931000007683 -6.113899998658483, 106.8931000007683 -6.113999999322991, 106.8931000007683 -6.114100001766866, 106.8931000007683 -6.11439999999324, 106.8931999985308 -6.1145999993155415, 106.8931999985308 -6.114899999955243, 106.8931999985308 -6.115299999943492, 106.8931999985308 -6.115699998729427, 106.8931999985308 -6.116300002184381, 106.8931999985308 -6.116799998547995, 106.8931999985308 -6.11710000063453, 106.8931999985308 -6.117199998894424, 106.8931999985308 -6.1176999989009815, 106.89330000078485 -6.1178999987709375, 106.89330000078485 -6.118200000231985, 106.89330000078485 -6.118299998283375, 106.89330000078485 -6.118799999944864, 106.89330000078485 -6.119399998076052, 106.89339999854734 -6.120099999528885, 106.89339999854734 -6.120700002475218, 106.89339999854734 -6.121299999343942, 106.89339999854734 -6.1220000018711795, 106.8934999999031 -6.122299999201641, 106.8934999999031 -6.122400001870433, 106.8934999999031 -6.122599999957967, 106.8934999999031 -6.1229999986028005, 106.8934999999031 -6.1231000029370835, 106.8934999999031 -6.123300000759029, 106.8934999999031 -6.124000001529634, 106.8934999999031 -6.124600000037196, 106.8935999985639 -6.125300001778481, 106.8935999985639 -6.125900000604163, 106.8935999985639 -6.12660000151751, 106.89369999991962 -6.127300002399829, 106.89369999991962 -6.1277999991208985, 106.8931000007683 -6.127900000745933, 106.89270000163354 -6.127900000745933, 106.89209999799068 -6.127900000745933, 106.89169999975421 -6.127900000745933, 106.89130000061945 -6.127900000745933, 106.89090000058636 -6.127900000745933, 106.89070000236643 -6.127900000745933, 106.89050000145158 -6.127399999624096, 106.89039999919754 -6.127399999624096, 106.89009999782525 -6.127300002399829, 106.88960000092798 -6.1271999997618, 106.8891000004375 -6.127099998903023, 106.88890000042096 -6.127099998903023, 106.88850000128619 -6.1270000007226555, 106.88809999855813 -6.1270000007226555, 106.88749999940683 -6.126899998926811, 106.88749999940683 -6.126799999809351, 106.88699999711969 -6.126799999809351, 106.88650000022247 -6.12660000151751, 106.88599999973195 -6.12649999964569, 106.88550000013976 -6.12649999964569, 106.88529999832659 -6.1264000004523025, 106.88479999783608 -6.126299999441674, 106.88430000093882 -6.1262000020086225, 106.88410000092227 -6.1262000020086225, 106.88399999956653 -6.1262000020086225, 106.88399999956653 -6.125900000604163, 106.88399999956653 -6.125700001071524, 106.88410000092227 -6.125700001071524, 106.88419999958306 -6.125700001071524, 106.88430000093882 -6.125700001071524, 106.88430000093882 -6.125599999028919, 106.88430000093882 -6.125500000563829, 106.88430000093882 -6.125300001778481, 106.88430000093882 -6.125199999659963, 106.88439999870131 -6.125100000219842, 106.88439999870131 -6.124800000886496, 106.88439999870131 -6.124699997773927, 106.88439999870131 -6.124600000037196, 106.88439999870131 -6.124499998684963, 106.88439999870131 -6.124400000910295, 106.88439999870131 -6.124299999520086, 106.88439999870131 -6.124200000808337, 106.88439999870131 -6.124100000279333, 106.88439999870131 -6.124000001529634, 106.88439999870131 -6.123900000063562, 106.88439999870131 -6.123799997679316, 106.88439999870131 -6.123700001570113, 106.88439999870131 -6.123599998248799, 106.88439999870131 -6.123500000303372, 106.88439999870131 -6.123399998742406, 106.88450000185367 -6.123399998742406, 106.88450000185367 -6.123300000759029, 106.88450000185367 -6.123199999160125, 106.88450000185367 -6.1231000029370835, 106.88450000185367 -6.1229999986028005, 106.88450000185367 -6.122900000543536, 106.88450000185367 -6.122599999957967, 106.88450000185367 -6.122499998226257, 106.88450000185367 -6.122299999201641, 106.88450000185367 -6.122099999201995, 106.88459999871783 -6.122099999201995, 106.88459999871783 -6.1220000018711795, 106.88459999871783 -6.1218999991265, 106.88459999871783 -6.121800001757746, 106.88459999871783 -6.121699998975129, 106.88450000185367 -6.121299999343942, 106.88450000185367 -6.1211999982647916, 106.88450000185367 -6.1209999996462185, 106.88450000185367 -6.120900001207616, 106.88450000185367 -6.120700002475218, 106.88450000185367 -6.120599999483981, 106.88450000185367 -6.120499998272113, 106.88450000185367 -6.120299998488833, 106.88450000185367 -6.120200000816655, 106.88450000185367 -6.120099999528885, 106.88459999871783 -6.120099999528885, 106.88459999871783 -6.120000000919614, 106.88459999871783 -6.119899999593958, 106.88459999871783 -6.119800001845891, 106.88459999871783 -6.1197000004823225, 106.88459999871783 -6.11950000039567, 106.88459999871783 -6.119399998076052, 106.8847000000736 -6.119199998774805, 106.8847000000736 -6.119099999994941, 106.8847000000736 -6.118999998498617, 106.8847000000736 -6.118900001479062, 106.8847000000736 -6.118799999944864, 106.88459999871783 -6.1187000010891115, 106.88459999871783 -6.118600000416105, 106.88459999871783 -6.118500001522453, 106.88459999871783 -6.11839999991238, 106.88459999871783 -6.118299998283375, 106.88459999871783 -6.118200000231985, 106.88459999871783 -6.118000001374922, 106.88459999871783 -6.117300000731934, 106.88459999871783 -6.11710000063453, 106.88459999871783 -6.116799998547995, 106.88459999871783 -6.11670000111147, 106.88459999871783 -6.116599999160274, 106.88459999871783 -6.116500001685825, 106.88459999871783 -6.11639999969668, 106.88459999871783 -6.116300002184381, 106.88459999871783 -6.116199999258155, 106.88459999871783 -6.11609999811131, 106.88459999871783 -6.115899999357437, 106.88459999871783 -6.115699998729427, 106.88459999871783 -6.11549999892475, 106.88459999871783 -6.115299999943492, 106.88459999871783 -6.115099999987242, 106.88459999871783 -6.114700001645757, 106.88459999871783 -6.114499999663862, 106.88459999871783 -6.11439999999324, 106.88459999871783 -6.114300000303661, 106.88459999871783 -6.1142000005951385, 106.88459999871783 -6.114100001766866, 106.88459999871783 -6.113999999322991, 106.88459999871783 -6.113899998658483, 106.8847000000736 -6.113799999773368, 106.8847000000736 -6.113600001047102, 106.8847000000736 -6.113200000669846, 106.8847000000736 -6.1125000017532125, 106.8847000000736 -6.1116999981298905, 106.8847000000736 -6.111099999337707, 106.88479999783608 -6.111099999337707, 106.8848999991918 -6.111000000821486, 106.88500000234417 -6.111000000821486, 106.88509999920834 -6.111099999337707, 106.88520000146242 -6.111099999337707, 106.88540000058065 -6.111099999337707, 106.88550000013976 -6.111099999337707, 106.88569999835964 -6.111099999337707, 106.88580000061373 -6.111099999337707, 106.88610000198601 -6.111099999337707, 106.88639999886671 -6.111099999337707, 106.88659999888327 -6.111099999337707, 106.88670000113731 -6.111099999337707, 106.88670000113731 -6.111200001431658, 106.8867999988998 -6.111200001431658, 106.88690000025552 -6.111200001431658, 106.88699999711969 -6.111200001431658, 106.88710000027208 -6.111200001431658, 106.88720000162782 -6.111200001431658, 106.88730000028862 -6.111200001431658, 106.88749999940683 -6.111200001431658, 106.88760000076259 -6.111200001431658, 106.88769999852508 -6.111200001431658, 106.88780000077912 -6.111200001431658, 106.88789999943992 -6.111200001431658, 106.88809999855813 -6.111200001431658, 106.88870000040441 -6.111200001431658, 106.88929999955573 -6.1112999990108365, 106.88980000094453 -6.1112999990108365, 106.8898999978087 -6.1112999990108365, 106.89020000007929 -6.1112999990108365, 106.89070000236643 -6.111400001066901, 106.89139999748362 -6.111400001066901, 106.89229999890553 -6.111400001066901, 106.8931000007683 -6.111400001066901, 106.8931999985308 -6.111400001066901)))",1641.0,31919.0,11385.0,163.0,1145.0,2593.0,43.0,55774.0,21396.0,65045.0,1205.0,29388.0,38.0,0.0,279.0,2.0,7858.0,5.0,15458.0,587.0,390.0,8.0,33036.0,5007.0,5894.0,5545.0,4893.0,4943.0,4984.0,5096.0,5756.0,5819.0,5090.0,4156.0,2947.0,2027.0,1259.0,818.0,811.0,32009.0,22699.0
1,224377,TUGU UTARA,3172031002,22245,KOJA,2146,JAKARTA UTARA,"MULTIPOLYGON (((106.91690000094006 -6.118600000416105, 106.91699999960086 -6.118600000416105, 106.91730000097316 -6.118600000416105, 106.9181000010393 -6.1187000010891115, 106.91860000152984 -6.1187000010891115, 106.91890000110547 -6.1187000010891115, 106.91880000064805 -6.119199998774805, 106.91880000064805 -6.119300000233218, 106.91880000064805 -6.119600000898045, 106.91890000110547 -6.119600000898045, 106.91910000112202 -6.119600000898045, 106.91940000069768 -6.11950000039567, 106.91969999937503 -6.119399998076052, 106.91990000028987 -6.119300000233218, 106.91990000028987 -6.119199998774805, 106.92000000164562 -6.119199998774805, 106.9200999994081 -6.119199998774805, 106.92069999945772 -6.118999998498617, 106.92069999945772 -6.119099999994941, 106.92079999901685 -6.119899999593958, 106.92079999901685 -6.120200000816655, 106.92079999901685 -6.1204000006378205, 106.92079999901685 -6.120599999483981, 106.92089999857593 -6.120900001207616, 106.9209999999317 -6.121500000546207, 106.9209999999317 -6.122099999201995, 106.92110000128744 -6.122099999201995, 106.92130000130399 -6.1220000018711795, 106.92139999816816 -6.1220000018711795, 106.92150000221883 -6.122499998226257, 106.92150000221883 -6.122400001870433, 106.92170000133704 -6.122400001870433, 106.92170000133704 -6.122499998226257, 106.92179999820121 -6.122699998074126, 106.92200000001439 -6.1229999986028005, 106.92209999867518 -6.123199999160125, 106.92220000182758 -6.123300000759029, 106.92220000182758 -6.123399998742406, 106.92229999959007 -6.123500000303372, 106.92240000094579 -6.123799997679316, 106.92240000094579 -6.124100000279333, 106.92249999960659 -6.124299999520086, 106.92249999960659 -6.124499998684963, 106.92260000096232 -6.124400000910295, 106.92300000099542 -6.124100000279333, 106.92309999785958 -6.124000001529634, 106.92339999923186 -6.124100000279333, 106.92350000148595 -6.124299999520086, 106.92360000014672 -6.124699997773927, 106.92350000148595 -6.124699997773927, 106.92339999923186 -6.124800000886496, 106.9233000023677 -6.124800000886496, 106.92309999785958 -6.124899998585276, 106.92289999874137 -6.125000000760764, 106.92269999872484 -6.125100000219842, 106.92260000096232 -6.125300001778481, 106.92249999960659 -6.125399999382366, 106.92249999960659 -6.125500000563829, 106.92249999960659 -6.125599999028919, 106.92249999960659 -6.125700001071524, 106.92240000094579 -6.125700001071524, 106.92200000001439 -6.125999998993302, 106.92200000001439 -6.126100000060913, 106.92190000045527 -6.1262000020086225, 106.92179999820121 -6.1262000020086225, 106.92170000133704 -6.126299999441674, 106.921599999083 -6.1264000004523025, 106.92150000221883 -6.12649999964569, 106.92139999816816 -6.12660000151751, 106.92119999994823 -6.12660000151751, 106.9209999999317 -6.12660000151751, 106.92079999901685 -6.12660000151751, 106.92069999945772 -6.12660000151751, 106.92060000079692 -6.126699999773766, 106.92049999854288 -6.126699999773766, 106.92040000078039 -6.126699999773766, 106.92030000032295 -6.126699999773766, 106.92020000166217 -6.126699999773766, 106.9200999994081 -6.12660000151751, 106.92000000164562 -6.12660000151751, 106.91990000028987 -6.12649999964569, 106.91969999937503 -6.12660000151751, 106.9195999989176 -6.126699999773766, 106.9195999989176 -6.126799999809351, 106.91950000025678 -6.126899998926811, 106.91950000025678 -6.1270000007226555, 106.91940000069768 -6.1271999997618, 106.91930000113855 -6.127500001325058, 106.91919999888451 -6.127700000174309, 106.91910000112202 -6.127900000745933, 106.9189999997663 -6.127999997856273, 106.91880000064805 -6.128199998313945, 106.91869999749568 -6.128199998313945, 106.91869999749568 -6.128299999863016, 106.91860000152984 -6.12840000229221, 106.91860000152984 -6.128499999307655, 106.91860000152984 -6.128699998676317, 106.91860000152984 -6.128800001928689, 106.91860000152984 -6.1288999997673, 106.91849999837744 -6.129000000284281, 106.918400000615 -6.12920000036222, 106.918400000615 -6.129299999023996, 106.91820000149674 -6.12920000036222, 106.9181000010393 -6.12920000036222, 106.9180000005819 -6.129099998984058, 106.91789999922614 -6.129099998984058, 106.91780000146368 -6.129000000284281, 106.91770000100622 -6.129099998984058, 106.91759999785388 -6.129099998984058, 106.91759999785388 -6.12920000036222, 106.9175000009897 -6.12920000036222, 106.91730000097316 -6.129500001685345, 106.91679999958433 -6.129900001385398, 106.91659999956781 -6.129999999015097, 106.91600000221312 -6.130399998335276, 106.91539999857024 -6.130699999873841, 106.91479999941892 -6.1310000021405235, 106.91420000026761 -6.131299998841503, 106.91389999979364 -6.131400000700945, 106.91360000201463 -6.131400000700945, 106.91340000199808 -6.131400000700945, 106.91319999838828 -6.131400000700945, 106.91310000062579 -6.131400000700945, 106.91299999927003 -6.131400000700945, 106.91279999925352 -6.131299998841503, 106.9126999996944 -6.131299998841503, 106.91250000147448 -6.13120000145873, 106.91230000145794 -6.131099998662169, 106.91189999872991 -6.1308000018472235, 106.91170000051 -6.130600000578791, 106.91140000183265 -6.130399998335276, 106.91120000181614 -6.130199997814045, 106.91099999820631 -6.130100002020595, 106.91079999818979 -6.129999999015097, 106.91019999993678 -6.1297000015733545, 106.90979999990373 -6.129500001685345, 106.90969999944626 -6.129500001685345, 106.9092000016507 -6.129299999023996, 106.90900000163417 -6.12920000036222, 106.90879999802436 -6.12920000036222, 106.90850000114365 -6.12920000036222, 106.90830000202543 -6.12920000036222, 106.90810000290722 -6.12920000036222, 106.90799999975484 -6.12920000036222, 106.90709999923124 -6.129299999023996, 106.90690000011301 -6.129299999023996, 106.90690000011301 -6.12939999856592, 106.90680000145221 -6.12939999856592, 106.90650000097826 -6.129500001685345, 106.90590000182694 -6.129599999391022, 106.90540000043812 -6.129799999241041, 106.90490000084591 -6.129900001385398, 106.90480000128682 -6.129900001385398, 106.90419999944055 -6.129900001385398, 106.90390000166154 -6.129900001385398, 106.90370000074667 -6.129900001385398, 106.90370000074667 -6.12920000036222, 106.90360000028925 -6.128499999307655, 106.90360000028925 -6.1277999991208985, 106.90360000028925 -6.127300002399829, 106.90360000028925 -6.1271999997618, 106.90360000028925 -6.126699999773766, 106.90360000028925 -6.12660000151751, 106.90360000028925 -6.1264000004523025, 106.90360000028925 -6.1262000020086225, 106.90360000028925 -6.126100000060913, 106.90360000028925 -6.125700001071524, 106.9034999989335 -6.125399999382366, 106.9034999989335 -6.124800000886496, 106.9034999989335 -6.124100000279333, 106.9034999989335 -6.123599998248799, 106.9034999989335 -6.123500000303372, 106.9034999989335 -6.1231000029370835, 106.9033999993744 -6.122400001870433, 106.9033999993744 -6.121800001757746, 106.9033999993744 -6.121599997971879, 106.9033999993744 -6.121500000546207, 106.9033999993744 -6.1211999982647916, 106.9033999993744 -6.120599999483981, 106.9033999993744 -6.1204000006378205, 106.9033999993744 -6.120299998488833, 106.9033999993744 -6.120099999528885, 106.9034999989335 -6.120000000919614, 106.9034999989335 -6.119899999593958, 106.9034999989335 -6.119800001845891, 106.9033999993744 -6.119600000898045, 106.90329999801865 -6.119099999994941, 106.90329999801865 -6.118900001479062, 106.90329999801865 -6.118799999944864, 106.9034999989335 -6.118799999944864, 106.90410000077976 -6.118900001479062, 106.90449999991452 -6.118900001479062, 106.90509999816753 -6.118900001479062, 106.90569999911547 -6.118900001479062, 106.90599999958944 -6.118999998498617, 106.90659999874075 -6.118999998498617, 106.90749999926432 -6.118999998498617, 106.90790000109405 -6.119099999994941, 106.90799999975484 -6.119099999994941, 106.90810000290722 -6.119099999994941, 106.90900000163417 -6.119099999994941, 106.90989999856451 -6.119099999994941, 106.91019999993678 -6.119099999994941, 106.91019999993678 -6.118799999944864, 106.91019999993678 -6.11839999991238, 106.91019999993678 -6.118299998283375, 106.91019999993678 -6.118200000231985, 106.91030000129253 -6.118299998283375, 106.91079999818979 -6.118299998283375, 106.91079999818979 -6.11839999991238, 106.9112999995786 -6.11839999991238, 106.91200000098397 -6.11839999991238, 106.91290000060924 -6.118500001522453, 106.91340000199808 -6.118500001522453, 106.91380000113286 -6.118500001522453, 106.91479999941892 -6.118600000416105, 106.91519999945201 -6.118600000416105, 106.9156999990442 -6.118600000416105, 106.91670000182185 -6.118600000416105, 106.91690000094006 -6.118600000416105)))",1135.0,43587.0,19436.0,251.0,1144.0,2757.0,33.0,81078.0,28162.0,88630.0,1426.0,41142.0,14.0,0.0,274.0,6.0,5836.0,9.0,19213.0,714.0,544.0,14.0,44685.0,7619.0,8629.0,7940.0,6939.0,6523.0,6929.0,7140.0,8062.0,7603.0,6318.0,4904.0,3624.0,2834.0,1790.0,1024.0,752.0,43945.0,29272.0
